"DADOS DO MUNICÍPIO - 

Nome do município
cod:municipio","DADOS DO MUNICÍPIO - 

Código IBGE (6 dígitos)
cod:ibge6","DADOS DO MUNICÍPIO - 

Código IBGE (7 dígitos)
cod:ibge7","Municipios que aderiram ao Criança Feliz.

Fonte: Sedese/DSBS/Consulta em 15/06/2026","Municipios com o serviço Família Acolhedora 

Fonte: MDS/CadSUAS. Consulta em 15/06/2026","Municípios com unidade de Acolhimento para Criança e Adolescente

Fonte: MDS/CadSUAS. Consulta em 15/06/2026","Municípios com unidade de Acolhimento para Idosos

Fonte: MDS/CadSUAS. Consulta em 15/06/2026","Municípios com unidade de Acolhimento para PCD

Fonte: MDS/CadSUAS. Consulta em 15/06/2026"
LAVRAS,313820,3138203,Aderiu,0,1,2,
LEANDRO FERREIRA,313830,3138302,-,0,0,1,
LEME DO PRADO,313835,3138351,-,0,0,0,
LEOPOLDINA,313840,3138401,Aderiu,0,2,1,
LIBERDADE,313850,3138500,-,0,0,1,
LIMA DUARTE,313860,3138609,-,1,2,1,
LIMEIRA DO OESTE,313862,3138625,Aderiu,0,0,1,
LONTRA,313865,3138658,Aderiu,0,0,0,
LUISBURGO,313867,3138674,Aderiu,0,0,0,
LUISLANDIA,313868,3138682,Aderiu,0,0,0,
LUMINARIAS,313870,3138708,-,0,0,1,
LUZ,313880,3138807,-,0,1,0,
MACHACALIS,313890,3138906,Aderiu,1,1,0,
MACHADO,313900,3139003,-,0,1,1,
MADRE DE DEUS DE MINAS,313910,3139102,-,0,0,0,
MALACACHETA,313920,3139201,Aderiu,0,1,2,
MAMONAS,313925,3139250,-,0,0,0,
MANGA,313930,3139300,Aderiu,0,1,1,
MANHUACU,313940,3139409,Aderiu,0,2,1,
MANHUMIRIM,313950,3139508,-,0,1,1,
MANTENA,313960,3139607,-,0,1,1,
MAR DE ESPANHA,313980,3139805,-,0,0,1,
MARAVILHAS,313970,3139706,-,0,0,0,
MARIA DA FE,313990,3139904,Aderiu,0,0,1,
MARIANA,314000,3140001,-,1,3,1,
MARILAC,314010,3140100,Aderiu,1,1,0,
MARIO CAMPOS,314015,3140159,-,0,0,0,
MARIPA DE MINAS,314020,3140209,-,0,0,0,
MARLIERIA,314030,3140308,-,0,0,0,
MARMELOPOLIS,314040,3140407,-,0,0,0,
MARTINHO CAMPOS,314050,3140506,-,0,0,1,
MARTINS SOARES,314053,3140530,Aderiu,0,1,0,
MATA VERDE,314055,3140555,Aderiu,0,0,0,
MATERLANDIA,314060,3140605,Aderiu,0,1,0,
MATEUS LEME,314070,3140704,-,0,2,1,
MATHIAS LOBATO,317150,3171501,Aderiu,1,1,0,
MATIAS BARBOSA,314080,3140803,-,1,1,0,
MATIAS CARDOSO,314085,3140852,Aderiu,0,0,0,
MATIPO,314090,3140902,Aderiu,0,0,1,
MATO VERDE,314100,3141009,Aderiu,0,0,1,
MATOZINHOS,314110,3141108,-,0,1,1,
MATUTINA,314120,3141207,-,0,0,0,
MEDEIROS,314130,3141306,-,0,0,0,
MEDINA,314140,3141405,Aderiu,0,1,1,
MENDES PIMENTEL,314150,3141504,-,0,0,0,
MERCES,314160,3141603,Aderiu,0,0,0,
MESQUITA,314170,3141702,-,0,0,0,
MINAS NOVAS,314180,3141801,-,0,1,1,
MINDURI,314190,3141900,-,0,0,1,
MIRABELA,314200,3142007,Aderiu,1,1,0,
MIRADOURO,314210,3142106,Aderiu,1,2,1,
MIRAI,314220,3142205,-,0,1,1,
MIRAVANIA,314225,3142254,Aderiu,0,0,0,
MOEDA,314230,3142304,-,0,0,0,
MOEMA,314240,3142403,-,0,0,0,
MONJOLOS,314250,3142502,-,0,0,0,
MONSENHOR PAULO,314260,3142601,Aderiu,0,1,1,
MONTALVANIA,314270,3142700,Aderiu,0,1,0,
MONTE ALEGRE DE MINAS,314280,3142809,-,0,1,2,
MONTE AZUL,314290,3142908,Aderiu,0,1,1,
MONTE BELO,314300,3143005,-,0,0,1,
MONTE CARMELO,314310,3143104,-,0,1,2,
MONTE FORMOSO,314315,3143153,Aderiu,0,0,0,
MONTE SANTO DE MINAS,314320,3143203,-,1,2,2,
MONTE SIAO,314340,3143401,-,0,0,1,
MONTES CLAROS,314330,3143302,Aderiu,1,4,3,
MONTEZUMA,314345,3143450,Aderiu,0,1,0,
MORADA NOVA DE MINAS,314350,3143500,-,0,1,1,
MORRO DA GARCA,314360,3143609,-,0,0,0,
MORRO DO PILAR,314370,3143708,-,0,0,0,
MUNHOZ,314380,3143807,Aderiu,1,1,0,
MURIAE,314390,3143906,Aderiu,1,3,2,
MUTUM,314400,3144003,-,0,1,1,
MUZAMBINHO,314410,3144102,-,0,1,1,
NACIP RAYDAN,314420,3144201,-,0,0,0,
NANUQUE,314430,3144300,-,0,1,2,
NAQUE,314435,3144359,Aderiu,0,1,1,
NATALANDIA,314437,3144375,-,0,0,0,
NATERCIA,314440,3144409,-,0,0,1,
NAZARENO,314450,3144508,-,0,0,1,
NEPOMUCENO,314460,3144607,Aderiu,0,2,2,
NINHEIRA,314465,3144656,Aderiu,0,1,0,
NOVA BELEM,314467,3144672,-,0,0,0,
NOVA ERA,314470,3144706,-,1,1,1,
NOVA LIMA,314480,3144805,-,0,2,1,
NOVA MODICA,314490,3144904,-,0,0,0,
NOVA PONTE,314500,3145000,-,0,0,1,
NOVA PORTEIRINHA,314505,3145059,-,0,1,0,
NOVA RESENDE,314510,3145109,-,0,0,1,
NOVA SERRANA,314520,3145208,-,0,1,1,
NOVA UNIAO,313660,3136603,-,0,0,0,
NOVO CRUZEIRO,314530,3145307,-,0,1,0,
NOVO ORIENTE DE MINAS,314535,3145356,-,1,1,1,
NOVORIZONTE,314537,3145372,-,0,0,0,
OLARIA,314540,3145406,-,0,0,0,
OLHOS D'AGUA,314545,3145455,Aderiu,0,1,0,
OLIMPIO NORONHA,314550,3145505,-,0,0,0,
OLIVEIRA,314560,3145604,Aderiu,0,1,2,
OLIVEIRA FORTES,314570,3145703,-,0,0,0,
ONCA DE PITANGUI,314580,3145802,-,0,0,0,
ORATORIOS,314585,3145851,-,1,1,0,
ORIZANIA,314587,3145877,Aderiu,0,0,0,
OURO BRANCO,314590,3145901,-,1,2,1,
OURO FINO,314600,3146008,-,0,1,1,
OURO PRETO,314610,3146107,-,1,3,1,
OURO VERDE DE MINAS,314620,3146206,Aderiu,1,1,1,
PADRE CARVALHO,314625,3146255,Aderiu,0,0,0,
PADRE PARAISO,314630,3146305,Aderiu,0,1,1,
PAI PEDRO,314655,3146552,Aderiu,0,0,0,
PAINEIRAS,314640,3146404,-,0,0,1,
PAINS,314650,3146503,-,0,0,1,
PAIVA,314660,3146602,-,0,0,0,
PALMA,314670,3146701,Aderiu,0,0,1,
PALMOPOLIS,314675,3146750,Aderiu,0,1,0,
PAPAGAIOS,314690,3146909,-,0,0,1,
PARA DE MINAS,314710,3147105,Aderiu,0,1,1,
PARACATU,314700,3147006,Aderiu,1,2,1,
PARAGUACU,314720,3147204,-,1,1,1,
PARAISOPOLIS,314730,3147303,-,1,1,1,
PARAOPEBA,314740,3147402,-,0,1,1,
PASSA QUATRO,314760,3147600,Aderiu,0,1,1,
PASSA TEMPO,314770,3147709,-,1,1,1,
PASSA VINTE,314780,3147808,-,0,0,0,
PASSABEM,314750,3147501,-,1,1,0,
PASSOS,314790,3147907,-,1,2,1,
PATIS,314795,3147956,Aderiu,1,1,0,
PATOS DE MINAS,314800,3148004,-,1,3,3,
PATROCINIO,314810,3148103,-,0,1,1,
PATROCINIO DO MURIAE,314820,3148202,-,0,0,0,
PAULA CANDIDO,314830,3148301,Aderiu,0,0,1,
PAULISTAS,314840,3148400,-,0,0,1,
PAVAO,314850,3148509,Aderiu,1,1,1,
PECANHA,314860,3148608,-,0,1,0,
PEDRA AZUL,314870,3148707,Aderiu,0,1,1,
PEDRA BONITA,314875,3148756,Aderiu,0,0,0,
PEDRA DO ANTA,314880,3148806,-,0,0,0,
PEDRA DO INDAIA,314890,3148905,-,0,0,0,
PEDRA DOURADA,314900,3149002,-,0,1,0,
PEDRALVA,314910,3149101,-,0,0,1,
PEDRAS DE MARIA DA CRUZ,314915,3149150,Aderiu,0,1,0,
PEDRINOPOLIS,314920,3149200,-,0,0,1,
PEDRO LEOPOLDO,314930,3149309,-,0,1,1,
PEDRO TEIXEIRA,314940,3149408,-,0,0,0,
PEQUERI,314950,3149507,-,0,1,0,
PEQUI,314960,3149606,-,0,0,0,
PERDIGAO,314970,3149705,Aderiu,0,0,1,
PERDIZES,314980,3149804,-,0,1,1,
PERDOES,314990,3149903,Aderiu,0,0,1,
PERIQUITO,314995,3149952,Aderiu,1,1,0,
PESCADOR,315000,3150000,-,0,0,1,
PIAU,315010,3150109,-,1,1,0,
PIEDADE DE CARATINGA,315015,3150158,Aderiu,0,0,0,
PIEDADE DE PONTE NOVA,315020,3150208,-,0,0,1,
PIEDADE DO RIO GRANDE,315030,3150307,-,0,0,0,
PIEDADE DOS GERAIS,315040,3150406,-,0,0,1,
PIMENTA,315050,3150505,-,1,2,0,
PINGO D'AGUA,315053,3150539,Aderiu,1,1,0,
PINTOPOLIS,315057,3150570,Aderiu,0,0,0,
PIRACEMA,315060,3150604,-,0,0,1,
PIRAJUBA,315070,3150703,-,0,0,0,
PIRANGA,315080,3150802,Aderiu,0,1,1,
PIRANGUCU,315090,3150901,-,0,0,1,
PIRANGUINHO,315100,3151008,Aderiu,0,0,1,
PIRAPETINGA,315110,3151107,-,0,1,0,
PIRAPORA,315120,3151206,-,0,1,1,
PIRAUBA,315130,3151305,Aderiu,0,0,1,
PITANGUI,315140,3151404,Aderiu,1,2,1,
PIUMHI,315150,3151503,-,0,1,1,
PLANURA,315160,3151602,Aderiu,0,0,0,
POCO FUNDO,315170,3151701,-,0,0,1,
POCOS DE CALDAS,315180,3151800,-,1,5,4,
POCRANE,315190,3151909,Aderiu,0,0,1,
POMPEU,315200,3152006,Aderiu,0,1,1,
PONTE NOVA,315210,3152105,Aderiu,1,2,1,
PONTO CHIQUE,315213,3152131,Aderiu,0,0,0,
PONTO DOS VOLANTES,315217,3152170,Aderiu,0,1,0,
PORTEIRINHA,315220,3152204,Aderiu,0,1,1,
PORTO FIRME,315230,3152303,-,0,0,1,
POTE,315240,3152402,-,1,1,1,
POUSO ALEGRE,315250,3152501,Aderiu,0,3,2,
POUSO ALTO,315260,3152600,-,0,0,2,
PRADOS,315270,3152709,-,0,0,1,
PRATA,315280,3152808,-,0,1,1,
PRATAPOLIS,315290,3152907,-,1,1,1,
PRATINHA,315300,3153004,-,0,0,0,
PRESIDENTE BERNARDES,315310,3153103,-,0,0,1,
PRESIDENTE JUSCELINO,315320,3153202,-,0,0,0,
PRESIDENTE KUBITSCHEK,315330,3153301,-,0,0,0,
PRESIDENTE OLEGARIO,315340,3153400,-,0,1,1,
PRUDENTE DE MORAIS,315360,3153608,-,0,0,0,
QUARTEL GERAL,315370,3153707,-,0,0,1,
QUELUZITO,315380,3153806,-,0,0,0,
RAPOSOS,315390,3153905,Aderiu,0,1,0,
RAUL SOARES,315400,3154002,-,0,1,1,
RECREIO,315410,3154101,Aderiu,0,0,1,
REDUTO,315415,3154150,-,0,1,0,
RESENDE COSTA,315420,3154200,-,1,1,1,
RESPLENDOR,315430,3154309,-,0,1,1,
RESSAQUINHA,315440,3154408,-,0,1,0,
RIACHINHO,315445,3154457,Aderiu,0,0,0,
RIACHO DOS MACHADOS,315450,3154507,Aderiu,0,0,0,
RIBEIRAO DAS NEVES,315460,3154606,Aderiu,0,2,3,
RIBEIRAO VERMELHO,315470,3154705,-,0,0,1,
RIO ACIMA,315480,3154804,-,0,1,0,
RIO CASCA,315490,3154903,-,0,1,1,
RIO DO PRADO,315510,3155108,Aderiu,0,0,0,
RIO DOCE,315500,3155009,-,0,0,0,
RIO ESPERA,315520,3155207,-,0,0,1,
RIO MANSO,315530,3155306,-,0,0,0,
RIO NOVO,315540,3155405,-,1,1,1,
RIO PARANAIBA,315550,3155504,Aderiu,0,1,1,
RIO PARDO DE MINAS,315560,3155603,Aderiu,0,1,0,
RIO PIRACICABA,315570,3155702,Aderiu,0,1,1,
RIO POMBA,315580,3155801,-,0,1,1,
RIO PRETO,315590,3155900,-,0,0,1,
RIO VERMELHO,315600,3156007,-,1,2,1,
RITAPOLIS,315610,3156106,-,0,0,0,
ROCHEDO DE MINAS,315620,3156205,-,0,0,0,
RODEIRO,315630,3156304,-,0,1,1,
ROMARIA,315640,3156403,-,0,0,0,
ROSARIO DA LIMEIRA,315645,3156452,-,0,0,1,
RUBELITA,315650,3156502,Aderiu,0,0,0,
RUBIM,315660,3156601,Aderiu,0,0,1,
SABARA,315670,3156700,Aderiu,1,3,2,
SABINOPOLIS,315680,3156809,-,0,1,0,
SACRAMENTO,315690,3156908,-,0,1,1,
SALINAS,315700,3157005,Aderiu,0,1,1,
SALTO DA DIVISA,315710,3157104,Aderiu,0,0,0,
SANTA BARBARA,315720,3157203,-,0,2,0,
SANTA BARBARA DO LESTE,315725,3157252,-,0,0,0,
SANTA BARBARA DO MONTE VERDE,315727,3157278,-,0,0,0,
SANTA BARBARA DO TUGURIO,315730,3157302,-,0,0,0,
SANTA CRUZ DE MINAS,315733,3157336,Aderiu,0,0,0,
SANTA CRUZ DE SALINAS,315737,3157377,-,0,0,0,
SANTA CRUZ DO ESCALVADO,315740,3157401,-,0,0,0,
SANTA EFIGENIA DE MINAS,315750,3157500,Aderiu,0,0,1,
SANTA FE DE MINAS,315760,3157609,Aderiu,0,0,0,
SANTA HELENA DE MINAS,315765,3157658,Aderiu,0,0,0,
SANTA JULIANA,315770,3157708,-,0,1,0,
SANTA LUZIA,315780,3157807,-,0,0,3,
SANTA MARGARIDA,315790,3157906,Aderiu,0,0,0,
SANTA MARIA DE ITABIRA,315800,3158003,Aderiu,1,1,1,
SANTA MARIA DO SALTO,315810,3158102,Aderiu,1,1,0,
SANTA MARIA DO SUACUI,315820,3158201,Aderiu,0,1,1,
SANTA RITA DE CALDAS,315920,3159209,-,0,0,1,
SANTA RITA DE IBITIPOCA,315940,3159407,-,0,0,0,
SANTA RITA DE JACUTINGA,315930,3159308,-,0,0,0,
SANTA RITA DE MINAS,315935,3159357,-,0,0,0,
SANTA RITA DO ITUETO,315950,3159506,-,0,1,0,
SANTA RITA DO SAPUCAI,315960,3159605,-,0,1,1,
SANTA ROSA DA SERRA,315970,3159704,-,0,0,1,
SANTA VITORIA,315980,3159803,-,0,1,1,
SANTANA DA VARGEM,315830,3158300,-,0,0,0,
SANTANA DE CATAGUASES,315840,3158409,-,0,0,0,
SANTANA DE PIRAPAMA,315850,3158508,Aderiu,1,1,0,
SANTANA DO DESERTO,315860,3158607,-,0,0,0,
SANTANA DO GARAMBEU,315870,3158706,-,0,0,0,
SANTANA DO JACARE,315880,3158805,-,0,0,1,
SANTANA DO MANHUACU,315890,3158904,Aderiu,0,0,0,
SANTANA DO PARAISO,315895,3158953,-,0,0,1,
SANTANA DO RIACHO,315900,3159001,-,0,0,0,
SANTANA DOS MONTES,315910,3159100,-,0,0,0,
SANTO ANTONIO DO AMPARO,315990,3159902,Aderiu,0,0,1,
SANTO ANTONIO DO AVENTUREIRO,316000,3160009,-,0,0,0,
SANTO ANTONIO DO GRAMA,316010,3160108,-,0,1,0,
SANTO ANTONIO DO ITAMBE,316020,3160207,-,0,0,0,
SANTO ANTONIO DO JACINTO,316030,3160306,Aderiu,0,0,0,
SANTO ANTONIO DO MONTE,316040,3160405,Aderiu,0,1,1,
SANTO ANTONIO DO RETIRO,316045,3160454,Aderiu,0,1,0,
SANTO ANTONIO DO RIO ABAIXO,316050,3160504,-,0,0,0,
SANTO HIPOLITO,316060,3160603,-,0,0,1,
SANTOS DUMONT,316070,3160702,-,0,0,1,
SAO BENTO ABADE,316080,3160801,-,0,0,0,
SAO BRAS DO SUACUI,316090,3160900,-,0,0,0,
SAO DOMINGOS DAS DORES,316095,3160959,Aderiu,0,0,0,
SAO DOMINGOS DO PRATA,316100,3161007,-,0,1,1,
SAO FELIX DE MINAS,316105,3161056,-,0,0,0,
SAO FRANCISCO,316110,3161106,Aderiu,1,2,1,
SAO FRANCISCO DE PAULA,316120,3161205,-,0,0,1,
SAO FRANCISCO DE SALES,316130,3161304,-,0,0,0,
SAO FRANCISCO DO GLORIA,316140,3161403,Aderiu,0,0,0,
SAO GERALDO,316150,3161502,-,1,1,1,
SAO GERALDO DA PIEDADE,316160,3161601,-,1,1,0,
SAO GERALDO DO BAIXIO,316165,3161650,-,0,0,0,
SAO GONCALO DO ABAETE,316170,3161700,-,0,0,1,
SAO GONCALO DO PARA,316180,3161809,Aderiu,1,1,1,
SAO GONCALO DO RIO ABAIXO,316190,3161908,-,0,1,0,
SAO GONCALO DO RIO PRETO,312550,3125507,-,0,0,0,
SAO GONCALO DO SAPUCAI,316200,3162005,Aderiu,0,1,1,
SAO GOTARDO,316210,3162104,-,0,1,1,
SAO JOAO BATISTA DO GLORIA,316220,3162203,-,1,1,1,
SAO JOAO DA LAGOA,316225,3162252,Aderiu,0,0,0,
SAO JOAO DA MATA,316230,3162302,-,0,0,0,
SAO JOAO DA PONTE,316240,3162401,Aderiu,0,1,1,
SAO JOAO DAS MISSOES,316245,3162450,Aderiu,0,0,0,
SAO JOAO DEL REI,316250,3162500,Aderiu,1,2,1,
SAO JOAO DO MANHUACU,316255,3162559,Aderiu,0,1,0,
SAO JOAO DO MANTENINHA,316257,3162575,Aderiu,0,0,0,
SAO JOAO DO ORIENTE,316260,3162609,-,0,0,0,
SAO JOAO DO PACUI,316265,3162658,Aderiu,0,0,0,
SAO JOAO DO PARAISO,316270,3162708,Aderiu,0,1,0,
SAO JOAO EVANGELISTA,316280,3162807,-,0,1,1,
SAO JOAO NEPOMUCENO,316290,3162906,-,1,1,1,
SAO JOAQUIM DE BICAS,316292,3162922,-,0,1,0,
SAO JOSE DA BARRA,316294,3162948,-,0,0,0,
SAO JOSE DA LAPA,316295,3162955,-,0,1,1,
SAO JOSE DA SAFIRA,316300,3163003,Aderiu,0,0,0,
SAO JOSE DA VARGINHA,316310,3163102,-,0,0,0,
SAO JOSE DO ALEGRE,316320,3163201,-,0,0,0,
SAO JOSE DO DIVINO,316330,3163300,Aderiu,0,0,0,
SAO JOSE DO GOIABAL,316340,3163409,-,0,0,0,
SAO JOSE DO JACURI,316350,3163508,-,0,0,0,
SAO JOSE DO MANTIMENTO,316360,3163607,-,0,0,0,
SAO LOURENCO,316370,3163706,-,0,2,2,
SAO MIGUEL DO ANTA,316380,3163805,-,0,0,0,
SAO PEDRO DA UNIAO,316390,3163904,-,0,0,1,
SAO PEDRO DO SUACUI,316410,3164100,-,0,0,0,
SAO PEDRO DOS FERROS,316400,3164001,-,0,0,1,
SAO ROMAO,316420,3164209,Aderiu,0,1,0,
SAO ROQUE DE MINAS,316430,3164308,-,0,0,1,
SAO SEBASTIAO DA BELA VISTA,316440,3164407,Aderiu,0,0,0,
SAO SEBASTIAO DA VARGEM ALEGRE,316443,3164431,-,0,0,0,
SAO SEBASTIAO DO ANTA,316447,3164472,Aderiu,0,0,0,
SAO SEBASTIAO DO MARANHAO,316450,3164506,Aderiu,0,0,1,
SAO SEBASTIAO DO OESTE,316460,3164605,-,0,0,0,
SAO SEBASTIAO DO PARAISO,316470,3164704,-,1,2,1,
SAO SEBASTIAO DO RIO PRETO,316480,3164803,-,0,0,0,
SAO SEBASTIAO DO RIO VERDE,316490,3164902,-,0,0,0,
SAO THOME DAS LETRAS,316520,3165206,-,0,0,1,
SAO TIAGO,316500,3165008,-,0,0,1,
SAO TOMAS DE AQUINO,316510,3165107,Aderiu,0,0,1,
SAO VICENTE DE MINAS,316530,3165305,Aderiu,0,0,0,
SAPUCAI MIRIM,316540,3165404,-,0,0,0,
SARDOA,316550,3165503,Aderiu,0,0,0,
SARZEDO,316553,3165537,-,0,1,0,
SEM PEIXE,316556,3165560,-,0,0,0,
SENADOR AMARAL,316557,3165578,Aderiu,0,0,0,
SENADOR CORTES,316560,3165602,-,0,0,0,
SENADOR FIRMINO,316570,3165701,Aderiu,1,4,1,
SENADOR JOSE BENTO,316580,3165800,-,0,0,0,
SENADOR MODESTINO GONCALVES,316590,3165909,-,0,0,1,
SENHORA DE OLIVEIRA,316600,3166006,Aderiu,0,0,1,
SENHORA DO PORTO,316610,3166105,-,0,0,0,
SENHORA DOS REMEDIOS,316620,3166204,-,0,0,0,
SERICITA,316630,3166303,Aderiu,0,0,0,
SERITINGA,316640,3166402,-,0,0,0,
SERRA AZUL DE MINAS,316650,3166501,-,0,0,0,
SERRA DA SAUDADE,316660,3166600,-,0,0,0,
SERRA DO SALITRE,316680,3166808,-,0,1,1,
SERRA DOS AIMORES,316670,3166709,Aderiu,0,1,0,
SERRANIA,316690,3166907,-,0,0,0,
SERRANOPOLIS DE MINAS,316695,3166956,Aderiu,0,0,0,
SERRANOS,316700,3167004,-,0,0,0,
SERRO,316710,3167103,-,0,1,1,
SETE LAGOAS,316720,3167202,Aderiu,0,3,1,
SETUBINHA,316555,3165552,Aderiu,1,1,0,
SILVEIRANIA,316730,3167301,-,1,1,1,
SILVIANOPOLIS,316740,3167400,-,0,0,1,
SIMAO PEREIRA,316750,3167509,-,0,0,0,
SIMONESIA,316760,3167608,-,0,0,1,
SOBRALIA,316770,3167707,-,0,0,0,
SOLEDADE DE MINAS,316780,3167806,-,0,0,0,
TABULEIRO,316790,3167905,-,2,2,0,
TAIOBEIRAS,316800,3168002,Aderiu,0,1,2,
TAPARUBA,316805,3168051,-,0,0,0,
TAPIRA,316810,3168101,-,0,0,0,
TAPIRAI,316820,3168200,-,0,0,0,
TAQUARACU DE MINAS,316830,3168309,-,0,0,0,
TARUMIRIM,316840,3168408,-,0,0,1,
TEIXEIRAS,316850,3168507,Aderiu,0,0,0,
TEOFILO OTONI,316860,3168606,Aderiu,0,3,2,
TIMOTEO,316870,3168705,Aderiu,1,2,1,
TIRADENTES,316880,3168804,-,0,0,1,
TIROS,316890,3168903,-,0,0,1,
TOCANTINS,316900,3169000,-,0,1,1,
TOCOS DO MOJI,316905,3169059,-,0,0,0,
TOLEDO,316910,3169109,-,0,0,1,
TOMBOS,316920,3169208,Aderiu,0,1,1,
TRES CORACOES,316930,3169307,-,0,2,1,
TRES MARIAS,316935,3169356,-,0,2,1,
TRES PONTAS,316940,3169406,-,1,2,1,
TUMIRITINGA,316950,3169505,Aderiu,0,0,0,
TUPACIGUARA,316960,3169604,-,0,1,2,
TURMALINA,316970,3169703,Aderiu,0,1,1,
TURVOLANDIA,316980,3169802,-,0,0,1,
UBA,316990,3169901,-,1,3,2,
UBAI,317000,3170008,Aderiu,0,0,0,
UBAPORANGA,317005,3170057,Aderiu,1,1,1,
UBERABA,317010,3170107,Aderiu,1,6,7,
UBERLANDIA,317020,3170206,-,1,6,5,
UMBURATIBA,317030,3170305,-,1,1,0,
UNAI,317040,3170404,-,1,4,1,
UNIAO DE MINAS,317043,3170438,-,0,0,0,
URUANA DE MINAS,317047,3170479,-,0,0,0,
URUCANIA,317050,3170503,-,0,0,1,
URUCUIA,317052,3170529,Aderiu,0,0,0,
VARGEM ALEGRE,317057,3170578,Aderiu,0,0,0,
VARGEM BONITA,317060,3170602,-,0,0,0,
VARGEM GRANDE DO RIO PARDO,317065,3170651,Aderiu,0,1,0,
VARGINHA,317070,3170701,-,0,4,1,
VARJAO DE MINAS,317075,3170750,-,0,0,0,
VARZEA DA PALMA,317080,3170800,-,0,1,0,
VARZELANDIA,317090,3170909,Aderiu,0,0,0,
VAZANTE,317100,3171006,-,0,1,0,
VERDELANDIA,317103,3171030,Aderiu,0,1,0,
VEREDINHA,317107,3171071,Aderiu,0,0,0,
VERISSIMO,317110,3171105,-,0,0,0,
VERMELHO NOVO,317115,3171154,Aderiu,0,0,0,
VESPASIANO,317120,3171204,Aderiu,0,2,1,
VICOSA,317130,3171303,-,1,2,1,
VIEIRAS,317140,3171402,-,0,0,0,
VIRGEM DA LAPA,317160,3171600,Aderiu,0,0,1,
VIRGINIA,317170,3171709,-,0,0,2,
VIRGINOPOLIS,317180,3171808,-,1,1,1,
VIRGOLANDIA,317190,3171907,-,0,0,1,
VISCONDE DO RIO BRANCO,317200,3172004,-,1,2,1,
VOLTA GRANDE,317210,3172103,-,0,0,0,
WENCESLAU BRAZ,317220,3172202,-,0,0,0,
